536.195991,-87.44
536.659243,-88.94
537.122494,-86.44
537.585746,-86.44
538.048998,-88.47
538.512249,-89.47
538.975501,-88.97
539.438753,-86.47
539.902004,-85.97
540.365256,-88.47
540.828508,-87.47
541.291759,-87.97
541.755011,-88.97
542.218263,-87.50
542.681514,-87.50
543.144766,-89.00
543.608018,-88.00
544.071269,-88.50
544.534521,-88.50
544.997773,-86.50
545.461024,-87.00
545.924276,-88.50
546.387528,-86.53
546.850780,-88.53
547.314031,-86.53
547.777283,-87.53
548.240535,-87.53
548.703786,-90.03
549.167038,-88.53
549.630290,-87.53
550.093541,-89.56
550.556793,-89.56
551.020045,-89.06
551.483296,-88.06
551.946548,-86.56
552.409800,-87.56
552.873051,-92.56
553.336303,-90.06
553.799555,-87.06
554.262806,-83.06
554.726058,-85.56
555.189310,-85.53
555.652561,-86.03
556.115813,-84.53
556.579065,-86.03
557.042316,-86.03
557.505568,-87.03
557.968820,-89.03
558.432071,-87.53
558.895323,-87.03
559.358575,-85.03
559.821826,-89.53
560.285078,-90.00
560.748330,-88.50
561.211581,-87.00
561.674833,-90.50
562.138085,-91.00
562.601336,-92.50
563.064588,-89.50
563.527840,-90.00
563.991091,-88.00
564.454343,-90.00
564.917595,-90.97
565.380846,-90.97
565.844098,-89.97
566.307350,-89.97
566.770601,-88.47
567.233853,-88.47
567.697105,-88.47
568.160356,-88.47
568.623608,-89.97
569.086860,-87.47
569.550111,-88.97
570.013363,-89.44
570.476615,-89.94
570.939866,-88.94
571.403118,-88.94
571.866370,-88.94
572.329621,-83.44
572.792873,-82.44
573.256125,-82.94
573.719376,-83.44
574.182628,-83.44
574.645880,-80.94
575.109131,-82.44
575.572383,-82.41
576.035635,-78.91
576.498886,-81.91
576.962138,-84.41
577.425390,-82.91
577.888641,-88.91
578.351893,-88.41
578.815145,-88.41
579.278396,-89.41
579.741648,-91.91
580.204900,-91.38
580.668151,-87.88
581.131403,-93.38
581.594655,-90.38
582.057906,-91.38
582.521158,-89.88
582.984410,-88.88
583.447661,-90.38
583.910913,-87.88
584.374165,-88.88
584.837416,-86.38
585.300668,-87.34
585.763920,-87.84
586.227171,-86.34
586.690423,-89.84
587.153675,-86.34
587.616927,-86.34
588.080178,-88.34
588.543430,-86.84
589.006682,-88.84
589.469933,-89.84
589.933185,-83.81
590.396437,-77.31
590.859688,-80.81
591.322940,-80.31
591.786192,-78.31
592.249443,-81.31
592.712695,-78.81
593.175947,-76.81
593.639198,-75.81
594.102450,-81.81
594.565702,-81.31
595.028953,-79.28
595.492205,-80.28
595.955457,-82.78
596.418708,-80.28
596.881960,-80.78
597.345212,-80.28
597.808463,-79.78
598.271715,-81.78
598.734967,-80.28
599.198218,-81.78
